"enumrtr","lga","ward","village","subvillage","under_18","HH_size","dogs","puppies","Land.Use","longitude","latitude","precision"
517,"Serengeti DC","Rigwani",16,24,2,4,2,0,"Built",34.4959670799934,-1.72787118088675,7.6
518,"Serengeti DC","Rigwani",16,24,2,4,1,0,"Built",34.4945851984608,-1.7274267626841,96
519,"Serengeti DC","Rigwani",16,24,2,4,0,0,"Built",34.4957213259334,-1.7291020319364,5
520,"Serengeti DC","Rigwani",16,24,2,4,0,0,"Built",34.4955941399397,-1.72862887553049,96
521,"Serengeti DC","Rigwani",16,24,2,4,1,0,"Built",34.4961182627141,-1.72756154475818,4.9
522,"Serengeti DC","Rigwani",16,24,2,4,1,0,"Built",34.4948423226761,-1.72871282159471,5.9
523,"Serengeti DC","Rigwani",16,24,2,4,2,0,"Built",34.4959116161507,-1.72771314161809,4.6
524,"Serengeti DC","Rigwani",16,24,2,4,1,0,"Built",34.4945039916571,-1.72822806922868,4.56
525,"Serengeti DC","Rigwani",16,24,2,4,1,0,"Built",34.4957752396439,-1.72818538645958,96
43,"Bunda TC","Kabasa",9,203,2,4,0,0,"Built",33.8336124413125,-1.97118111505823,4.8
43,"Bunda TC","Kabasa",9,203,2,4,0,0,"Built",33.8332092485532,-1.97104957870863,4.9
43,"Bunda TC","Kabasa",9,203,2,4,0,0,"Built",33.8340104181655,-1.97168972022619,5
10,"Bunda TC","Kabasa",9,176,2,4,0,0,"Built",33.8334359562175,-1.97140856686034,4.38
15,"Musoma MC","Mshikamano",4,13,2,4,0,0,"Built",33.8095046675003,-1.52095543662808,5.4
526,"Musoma MC","Bweri",64,199,2,4,0,0,"Built",33.8483967250545,-1.53611379895852,6.38
131,"Serengeti DC","Kenyamonta",76,222,2,4,3,2,"Built",34.2908304645382,-1.69996250020601,4.9
131,"Serengeti DC","Kenyamonta",76,222,2,4,5,0,"Built",34.2895461852579,-1.69841308073728,4.9
7,"Rorya DC","Kisumwa",7,18,2,4,1,0,"Built",34.1281379455505,-1.44404008043813,7.772
7,"Rorya DC","Kisumwa",7,545,2,4,1,0,"Built",34.1291633341641,-1.44379122066045,9.57
7,"Rorya DC","Kisumwa",7,545,2,4,1,0,"Built",34.1285920764394,-1.44486503600781,8.344
7,"Rorya DC","Kisumwa",7,545,2,4,1,0,"Built",34.1286998303949,-1.44419737762278,9.204
7,"Rorya DC","Kisumwa",7,545,2,4,1,0,"Built",34.1286377528794,-1.4432199199742,9.457
7,"Rorya DC","Kisumwa",7,545,2,4,1,0,"Built",34.129439413154,-1.44510899429193,8.577
7,"Rorya DC","Kisumwa",7,480,2,4,1,0,"Built",34.1298567437751,-1.44332604009277,9.544
7,"Rorya DC","Kisumwa",7,480,2,4,1,0,"Built",34.1282933547855,-1.44437466259695,8.294
7,"Rorya DC","Kisumwa",7,9,2,4,1,0,"Built",34.1282748502463,-1.44357777561838,7.94
7,"Rorya DC","Kisumwa",7,9,2,4,1,0,"Built",34.1285655272885,-1.44388852154045,9.3
7,"Rorya DC","Kisumwa",7,9,2,4,0,0,"Built",34.1289972826276,-1.44355155708929,7.827
7,"Rorya DC","Kisumwa",7,9,2,4,1,0,"Built",34.1284428056339,-1.4434530372355,9.859
7,"Rorya DC","Kisumwa",7,9,2,4,1,0,"Built",34.1287863754184,-1.4437360422702,9.191
7,"Rorya DC","Kisumwa",7,463,2,4,1,0,"Built",34.1290449757729,-1.44452997638748,7.118
7,"Rorya DC","Kisumwa",7,463,2,4,1,0,"Built",34.1289643348898,-1.44347536437989,9.367
7,"Rorya DC","Kisumwa",7,463,2,4,1,0,"Built",34.1295379216072,-1.44451373335324,9.107
4,"Musoma MC","Mshikamano",4,13,2,4,0,0,"Built",33.8098809069949,-1.521349821436,6.22
4,"Musoma MC","Mshikamano",4,13,2,4,0,0,"Built",33.8099840375022,-1.51983058908021,5.96
4,"Musoma MC","Mshikamano",4,13,2,4,0,0,"Built",33.8094135406637,-1.51902952618974,6.058
4,"Musoma MC","Mshikamano",4,61,2,4,1,0,"Built",33.8067003064015,-1.52061297773819,5.9
4,"Musoma MC","Mshikamano",4,61,2,4,0,1,"Built",33.8066353528876,-1.52097628154121,8.6
4,"Musoma MC","Mshikamano",4,61,2,4,1,0,"Built",33.805947446727,-1.52065870766727,9.175
42,"Musoma DC","Tegeruka",35,51,2,4,0,0,"Built",33.7079006956611,-1.7534858859994,3.9
42,"Musoma DC","Tegeruka",35,51,2,4,1,0,"Built",33.7108726878912,-1.75321645538029,3.9
131,"Serengeti DC","Kenyamonta",76,186,2,4,3,1,"Built",34.2917077645603,-1.69861040644525,3.9
49,"Serengeti DC","Busawe",39,64,2,4,2,1,"Built",34.427752935975,-1.58388065988614,4.95
49,"Serengeti DC","Busawe",39,64,2,4,3,0,"Built",34.4269032362873,-1.58400949750623,4.8
49,"Serengeti DC","Busawe",39,64,2,4,6,0,"Built",34.4275540936636,-1.58334411317406,4.9
464,"Serengeti DC","Rigwani",16,24,2,4,1,0,"Built",34.4969570508199,-1.72936839567212,12.2
